"year","price","mileage","tax","mpg","engineSize","model.B.MAX","model.C.MAX","model.EcoSport","model.Edge","model.Fiesta","model.Focus","model.Fusion","model.Galaxy","model.Grand.C.MAX","model.Grand.Tourneo.Connect","model.KA","model.Ka.+","model.Kuga","model.Mondeo","model.Mustang","model.Puma","model.S.MAX","model.Tourneo.Connect","model.Tourneo.Custom","model.Transit.Tourneo","transmissionAutomatic","transmissionManual","transmissionSemi.Auto","fuelTypeDiesel","fuelTypeElectric","fuelTypeHybrid","fuelTypeOther","fuelTypePetrol"
0.444444444444444,0.217830109335576,0.614101935800049,0,0.764705882352941,0.384615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.444444444444444,0.182506307821699,0.365719186473903,0,0.8,0.384615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.555555555555556,0.672413793103448,0.295319774565058,0.60377358490566,0.334453781512605,0.769230769230769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.444444444444444,0.170311185870479,0.354496446949277,0.113207547169811,0.428571428571428,0.153846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.287973086627418,0.378877726047537,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.464592094196804,0.164383729478069,0.547169811320755,0.505882352941176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.447771236333053,0.16852487135506,0.547169811320755,0.505882352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.444444444444444,0.494028595458368,0.308429306542514,0.547169811320755,0.428571428571428,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.666666666666667,0.266947014297729,0.260548885077187,0.547169811320755,0.594957983193277,0.076923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.422539949537426,0.148603283508944,0.547169811320755,0.465546218487395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.393103448275862,0.212607204116638,0.547169811320755,0.465546218487395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.456181665264929,0.193837294780691,0.547169811320755,0.505882352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.888888888888889,0.456181665264929,0.129331046312178,0.547169811320755,0.505882352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.296383515559294,0.254655721636854,0.0754716981132075,0.547899159663865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.555555555555556,0.939655172413793,0.0979661847586376,0.886792452830189,0.132773109243698,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.666666666666667,0.304667788057191,0.233741729968145,0.547169811320755,0.620168067226891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.777777777777778,0.435029436501262,0.183508943886302,0.547169811320755,0.505882352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
